participant_id,session,file_name,trial_type,trial,phase,swap_count,choice,chosen_logo,rt_s,outcome,points,is_optimal,regret,usable,position_in_bandit_stream,food_bonus_cue,cue_type,target_rt_ms,adaptive_window_ms,target_hit,target_too_fast,target_no_response
1,1,sub-001_ses-001_1.csv,bandit,183.0,3.0,2.0,2.0,triangle,0.3763,reward,10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,184.0,3.0,2.0,2.0,triangle,0.2799,reward,10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,185.0,3.0,2.0,2.0,triangle,0.879,reward,10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,186.0,3.0,2.0,2.0,triangle,0.4402,reward,10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,187.0,3.0,2.0,2.0,triangle,0.5018,reward,10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,188.0,3.0,2.0,2.0,triangle,0.5723,reward,10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,189.0,3.0,2.0,2.0,triangle,0.5264,reward,10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,190.0,3.0,2.0,2.0,triangle,0.4333,reward,10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,191.0,3.0,2.0,2.0,triangle,0.4456,loss,-10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,192.0,3.0,2.0,3.0,heart,0.4696,reward,10.0,0.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,193.0,3.0,2.0,2.0,triangle,0.3828,loss,-10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,194.0,3.0,2.0,2.0,triangle,0.8634,reward,10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,195.0,3.0,2.0,2.0,triangle,0.375,reward,10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,196.0,3.0,2.0,2.0,triangle,0.6981,reward,10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,197.0,3.0,2.0,2.0,triangle,0.7905,reward,10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,198.0,3.0,2.0,2.0,triangle,1.3565,reward,10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,199.0,3.0,2.0,2.0,triangle,0.3718,reward,10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bandit,200.0,3.0,2.0,2.0,triangle,0.6173,reward,10.0,1.0,0.0,True,,,,,,,,
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,8.0,1.0,food_sweet,599.0,450.0,0.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,16.0,1.0,food_sweet,243.0,480.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_neutral,,,,,,,,,,,,23.0,0.0,neutral,287.0,465.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,27.0,1.0,food_sweet,,450.0,0.0,1.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_neutral,,,,,,,,,,,,34.0,0.0,neutral,298.0,450.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,40.0,1.0,food_sweet,427.0,435.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,46.0,1.0,food_sweet,239.0,420.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_neutral,,,,,,,,,,,,50.0,0.0,neutral,237.0,405.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,56.0,1.0,food_sweet,243.0,390.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_neutral,,,,,,,,,,,,64.0,0.0,neutral,253.0,375.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_neutral,,,,,,,,,,,,74.0,0.0,neutral,268.0,360.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,79.0,1.0,food_sweet,,345.0,0.0,1.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,83.0,1.0,food_sweet,,345.0,0.0,1.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_neutral,,,,,,,,,,,,89.0,0.0,neutral,261.0,345.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_neutral,,,,,,,,,,,,96.0,0.0,neutral,273.0,330.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,104.0,1.0,food_sweet,235.0,315.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_neutral,,,,,,,,,,,,108.0,0.0,neutral,493.0,300.0,0.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,113.0,1.0,food_sweet,236.0,330.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_neutral,,,,,,,,,,,,120.0,0.0,neutral,283.0,315.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,126.0,1.0,food_sweet,291.0,300.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,133.0,1.0,food_sweet,233.0,300.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_neutral,,,,,,,,,,,,142.0,0.0,neutral,263.0,300.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_neutral,,,,,,,,,,,,149.0,0.0,neutral,248.0,300.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,154.0,1.0,food_sweet,442.0,300.0,0.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,164.0,1.0,food_sweet,288.0,330.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,171.0,1.0,food_sweet,258.0,315.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_neutral,,,,,,,,,,,,177.0,0.0,neutral,316.0,300.0,0.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_neutral,,,,,,,,,,,,184.0,0.0,neutral,258.0,330.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_food,,,,,,,,,,,,187.0,1.0,food_sweet,248.0,315.0,1.0,0.0,0.0
1,1,sub-001_ses-001_1.csv,bonus_neutral,,,,,,,,,,,,193.0,0.0,neutral,377.0,300.0,0.0,0.0,0.0
