participant_id,session,file_name,phase,n_trials,optimal_prop,reward_rate,mean_choice_rt,switch_rate
1,1,sub-001_ses-001_1.csv,1,68,0.7647058823529411,0.7058823529411765,0.6283867647058824,0.2835820895522388
1,1,sub-001_ses-001_1.csv,2,61,0.6065573770491803,0.6885245901639344,0.48787704918032787,0.21666666666666667
1,1,sub-001_ses-001_1.csv,3,71,0.6619718309859155,0.7183098591549296,0.4494915492957747,0.22857142857142856
