participant_id,session,file_name,task_version,seed,food_set,file_path,file_md5,n_bandit_trials,n_bandit_usable,bandit_missing_choice_prop,max_swap_count,overall_optimal_prop,overall_reward_rate,total_points,mean_regret,bandit_mean_choice_rt,bandit_median_choice_rt,bandit_fast_rt_prop,bandit_very_fast_rt_prop,late_choice_prop,phase_first_optimal_prop,phase_last_optimal_prop,asymptotic_optimal_prop,switch_rate,choice_entropy,win_stay_prop,lose_shift_prop,n_win_stay_transitions,n_lose_shift_transitions,rev1_pre_optimal,rev1_post_optimal,rev1_perseveration,rev1_cost,rev2_pre_optimal,rev2_post_optimal,rev2_perseveration,rev2_cost,reversal_perseveration_mean,reversal_post_optimal_mean,reversal_cost_mean,n_bonus_trials,n_food_probes,n_neutral_probes,mid_hit_rate_overall,mid_hit_rate_food,mid_hit_rate_neutral,mid_premature_prop,mid_no_response_prop,food_mid_mean_rt_ms,food_mid_median_rt_ms,neutral_mid_mean_rt_ms,neutral_mid_median_rt_ms,n_food_rt_valid,n_neutral_rt_valid,bonus_points_total,staircase_final_window_ms,staircase_mean_window_ms,food_minus_neutral_rt_ms,post_food_choice_rt,post_food_optimal_prop,post_food_n_trials,post_food_win_stay,post_food_lose_shift,post_food_n_win_stay,post_food_n_lose_shift,post_neutral_choice_rt,post_neutral_optimal_prop,post_neutral_n_trials,post_food_minus_neutral_choice_rt,duplicate_file_count,duplicate_file_flag,qc_flags,qc_n_flags,recommended_exclusion,exclusion_reason,food_cued_vigor_z,food_cued_vigor_median_z,food_cued_vigor_residualized_z
1,1,sub-001_ses-001_1.csv,v12,3616709992,sweet,/home/claude/real_run/sub-001_ses-001_1.csv,8701b7e9d98873093856c95a515eb7e6,200,200,0.0,2,0.68,0.705,820.0,1.6,0.5220235,0.41655,0.005,0.005,0.005,0.4888888888888889,0.7555555555555555,0.9333333333333333,0.25125628140703515,0.9988052782817544,0.9785714285714285,0.7966101694915254,140,59,0.8,0.8,0.1,0.0,0.4,0.2,0.6,0.2,0.35,0.5,0.10000000000000009,30,16,14,0.7333333333333333,0.6875,0.7857142857142857,0.1,0.0,306.3076923076923,248.0,293.92857142857144,270.5,13,14,330.0,300.0,356.5,12.379120879120876,1.15358125,0.625,16,1.0,1.0,13,3,0.7996642857142857,0.8571428571428571,14,0.3539169642857143,1,False,staircase_at_floor,1,False,,,,
