participant_id,session,file_name,task_version,seed,n_model_trials,file_path,file_md5,rho_estimated,alpha_pos,alpha_neg,alpha_pos_minus_alpha_neg,beta,rho,neg_log_likelihood,aic,bic,pseudo_r2,pred_accuracy,mean_p_chosen,optimizer_success,optimizer_message,M1_alpha_pos,M1_alpha_neg,M1_beta,M1_kappa,M1_neg_log_likelihood,M1_aic,M1_bic,M3_alpha_pos,M3_alpha_neg,M3_beta,M3_kappa,M3_neg_log_likelihood,M3_aic,M3_bic,delta_aic_M2_minus_M1,delta_bic_M2_minus_M1,delta_aic_M3_minus_M2,delta_bic_M3_minus_M2,best_model_by_aic,best_model_by_bic,boundary_flags,n_boundary_flags,rho_identifiability_note,mean_rt,median_rt,duplicate_file_flag
1,1,sub-001_ses-001_1.csv,v12,3616709992,200,/home/claude/rl_real/sub-001_ses-001_1.csv,8701b7e9d98873093856c95a515eb7e6,FALSE,0.805215239,0.777941315,0.027273924,2.51932758,1,82.34669499,170.69339,180.5883421,0.62522404,0.815,0.771961595,TRUE,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.785350472,0.785350472,2.53690477,0,82.35676851,168.713537,175.3101717,0.804876698,0.77266999,2.751944537,-0.372924683,81.49233229,170.9846646,184.177934,1.979852962,5.278170328,0.291274607,3.589591973,M1,M1,,0,rho fixed at 1,0.5220235,0.41655,FALSE
