participant_id,session,task_version,trial_type,t_onset_s,seed,trial,swap_count,position1,position2,position3,p_reward_pos1,p_reward_pos2,p_reward_pos3,choice,chosen_logo,rt_s,choice_late,outcome,points,optimal_position,is_optimal,optimal_points,regret,cumulative_score,anticip_ms,isi_ms,cf_outcome_pos1,cf_outcome_pos2,cf_outcome_pos3,cf_points_pos1,cf_points_pos2,cf_points_pos3,bonus_trial_index,position_in_bandit_stream,food_set,cue_type,food_bonus_cue,cue_image,cue_duration_ms,anticipatory_delay_ms,adaptive_window_ms,target_response_key,target_rt_ms,premature_rt_ms,target_hit,target_miss,target_too_fast,target_no_response,bonus_points_earned,bonus_cumulative,bonus_hit_rate,cue_onset_ms,delay_onset_ms,target_onset_ms,response_ms,feedback_onset_ms,trigger_code
001,001,v12,bandit,414.9806,3616709992,85,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.4912,0,reward,10,3,1,10,0,330,672,441,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,418.8639,3616709992,86,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.4027,0,reward,10,3,1,10,0,340,541,433,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,422.5139,3616709992,87,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.4996,0,reward,10,3,1,10,0,350,568,697,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,426.5305,3616709992,88,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.4415,0,reward,10,3,1,10,0,360,527,500,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,430.2971,3616709992,89,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.4381,0,reward,10,3,1,10,0,370,535,693,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bonus_neutral,434.2471,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,89,sweet,neutral,0,stimuli/neutral/scramble_bandit_6.jpg,1500,2220,345,right,261,,1,0,0,0,15,150,0.714,1100,2617,4867,5128,5138,response
001,001,v12,bandit,440.8979,3616709992,90,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.5823,0,reward,10,3,1,10,0,380,618,416,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,444.7804,3616709992,91,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.4099,0,reward,10,3,1,10,0,390,754,660,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,448.8637,3616709992,92,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.4595,0,reward,10,3,1,10,0,400,521,491,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,452.5971,3616709992,93,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.536,0,reward,10,3,1,10,0,410,598,438,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,456.4636,3616709992,94,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,1.1709,0,loss,-10,3,1,-10,0,400,561,608,loss,loss,loss,-10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,460.897,3616709992,95,1,circle,triangle,heart,0.5,0.3,0.8,2,triangle,0.2904,0,loss,-10,3,0,-10,0,390,472,486,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,464.2136,3616709992,96,1,circle,triangle,heart,0.5,0.3,0.8,2,triangle,0.9916,0,loss,-10,3,0,10,20,380,408,491,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bonus_neutral,468.1469,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,96,sweet,neutral,0,stimuli/neutral/scramble_bandit_3.jpg,1500,2721,330,right,273,,1,0,0,0,15,165,0.733,1100,2617,5367,5640,5653,response
001,001,v12,bandit,475.3139,3616709992,97,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.6784,0,loss,-10,3,1,-10,0,370,765,441,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,479.2303,3616709992,98,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.3977,0,reward,10,3,1,10,0,380,517,499,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,482.9136,3616709992,99,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.4182,0,reward,10,3,1,10,0,390,532,465,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,486.5968,3616709992,100,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.4109,0,reward,10,3,1,10,0,400,726,652,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,490.6467,3616709992,101,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.3568,0,loss,-10,3,1,-10,0,390,579,437,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,494.0968,3616709992,102,1,circle,triangle,heart,0.5,0.3,0.8,1,circle,0.562,0,reward,10,3,0,10,0,400,692,539,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,498.1968,3616709992,103,1,circle,triangle,heart,0.5,0.3,0.8,1,circle,0.3456,0,reward,10,3,0,10,0,410,523,481,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,501.7968,3616709992,104,1,circle,triangle,heart,0.5,0.3,0.8,1,circle,0.4424,0,reward,10,3,0,-10,-20,420,795,410,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bonus_food,505.6967,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,104,sweet,food_sweet,1,stimuli/win/sweet/sweet_bandit_055.jpg,1500,2117,315,right,235,,1,0,0,0,15,180,0.75,1117,2650,4800,5035,5051,response
001,001,v12,bandit,512.2808,3616709992,105,1,circle,triangle,heart,0.5,0.3,0.8,1,circle,0.9874,0,reward,10,3,0,10,0,430,621,614,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,516.7967,3616709992,106,1,circle,triangle,heart,0.5,0.3,0.8,1,circle,0.4412,0,loss,-10,3,0,10,20,420,566,682,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,520.5633,3616709992,107,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.6865,0,reward,10,3,1,10,0,430,416,500,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,524.4466,3616709992,108,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.3451,0,loss,-10,3,1,-10,0,420,536,452,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bonus_neutral,527.88,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,108,sweet,neutral,0,stimuli/neutral/scramble_bandit_23.jpg,1500,1890,300,right,493,,0,1,0,0,0,180,0.706,1100,2633,4550,5043,5053,bonus_feedback
001,001,v12,bandit,534.4635,3616709992,109,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.5802,0,reward,10,3,1,10,0,430,553,625,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,538.4965,3616709992,110,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.4497,0,loss,-10,3,1,-10,0,420,665,420,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,542.0964,3616709992,111,1,circle,triangle,heart,0.5,0.3,0.8,1,circle,0.3207,0,reward,10,3,0,-10,-20,430,790,548,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,546.0464,3616709992,112,1,circle,triangle,heart,0.5,0.3,0.8,1,circle,0.5045,0,reward,10,3,0,-10,-20,440,541,583,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,549.9297,3616709992,113,1,circle,triangle,heart,0.5,0.3,0.8,1,circle,0.3801,0,reward,10,3,0,-10,-20,450,683,549,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bonus_food,553.7964,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,113,sweet,food_sweet,1,stimuli/win/sweet/sweet_bandit_110.jpg,1500,1791,330,right,236,,1,0,0,0,15,195,0.722,1083,2617,4433,4669,4687,response
001,001,v12,bandit,559.9968,3616709992,114,1,circle,triangle,heart,0.5,0.3,0.8,1,circle,0.9021,0,reward,10,3,0,10,0,460,668,591,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,564.4297,3616709992,115,1,circle,triangle,heart,0.5,0.3,0.8,1,circle,0.4097,0,reward,10,3,0,10,0,470,477,576,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,568.213,3616709992,116,1,circle,triangle,heart,0.5,0.3,0.8,1,circle,0.5052,0,loss,-10,3,0,10,20,460,645,684,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,572.1297,3616709992,117,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.3684,0,reward,10,3,1,10,0,470,564,680,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,576.0463,3616709992,118,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.3877,0,reward,10,3,1,10,0,480,413,648,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,579.7796,3616709992,119,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.4083,0,reward,10,3,1,10,0,490,445,654,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,583.5462,3616709992,120,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.4115,0,reward,10,3,1,10,0,500,469,644,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bonus_neutral,587.3296,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,120,sweet,neutral,0,stimuli/neutral/scramble_bandit_16.jpg,1500,2192,315,right,283,,1,0,0,0,15,210,0.737,1100,2617,4833,5116,5120,response
001,001,v12,bandit,593.9799,3616709992,121,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.541,0,reward,10,3,1,10,0,510,707,470,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,597.9462,3616709992,122,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.3962,0,reward,10,3,1,10,0,520,647,652,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,601.8961,3616709992,123,1,circle,triangle,heart,0.5,0.3,0.8,3,heart,0.5061,0,loss,-10,3,1,-10,0,510,707,679,loss,loss,loss,-10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,605.8628,3616709992,124,1,circle,triangle,heart,0.5,0.3,0.8,1,circle,0.3964,0,loss,-10,3,0,10,20,500,692,476,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,609.4961,3616709992,125,1,circle,triangle,heart,0.5,0.3,0.8,2,triangle,0.277,0,reward,10,3,0,10,0,510,720,688,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,613.4128,3616709992,126,1,circle,triangle,heart,0.5,0.3,0.8,2,triangle,0.3802,0,reward,10,3,0,10,0,520,503,536,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bonus_food,617.1294,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,126,sweet,food_sweet,1,stimuli/win/sweet/sweet_bandit_065.jpg,1500,2439,300,right,291,,1,0,0,0,15,225,0.75,1117,2650,5117,5408,5418,response
001,001,v12,bandit,624.0631,3616709992,127,1,circle,triangle,heart,0.5,0.3,0.8,2,triangle,0.6431,0,reward,10,3,0,10,0,530,629,498,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,628.0793,3616709992,128,1,circle,triangle,heart,0.5,0.3,0.8,2,triangle,0.3984,0,loss,-10,3,0,10,20,520,681,436,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,631.6627,3616709992,129,1,circle,triangle,heart,0.5,0.3,0.8,2,triangle,0.6669,0,loss,-10,3,0,-10,0,510,546,640,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,635.596,3616709992,130,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.3145,0,loss,-10,2,0,10,20,500,594,572,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,639.146,3616709992,131,2,circle,triangle,heart,0.3,0.8,0.5,1,circle,0.2384,0,loss,-10,2,0,-10,0,490,713,614,loss,loss,loss,-10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,642.7792,3616709992,132,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.2431,0,reward,10,2,0,-10,-20,500,774,645,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,646.696,3616709992,133,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.358,0,loss,-10,2,0,10,20,490,776,463,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bonus_food,650.3792,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,133,sweet,food_sweet,1,stimuli/win/sweet/sweet_bandit_029.jpg,1500,2364,300,right,233,,1,0,0,0,15,240,0.762,1100,2633,5017,5250,5268,response
001,001,v12,bandit,657.18,3616709992,134,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.6068,0,reward,10,2,0,10,0,500,553,420,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,661.0624,3616709992,135,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.4044,0,loss,-10,2,0,10,20,490,420,412,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,664.3958,3616709992,136,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.335,0,loss,-10,2,0,-10,0,480,723,581,loss,loss,loss,-10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,668.0957,3616709992,137,2,circle,triangle,heart,0.3,0.8,0.5,1,circle,0.8885,0,loss,-10,2,0,10,20,470,406,564,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,672.0291,3616709992,138,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.2521,0,reward,10,2,1,10,0,480,504,630,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,675.7124,3616709992,139,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.2497,0,reward,10,2,1,10,0,490,748,657,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,679.6457,3616709992,140,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.4173,0,loss,-10,2,1,-10,0,480,457,583,loss,loss,loss,-10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,683.1956,3616709992,141,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.2752,0,reward,10,2,0,10,0,490,629,589,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,686.9456,3616709992,142,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.4111,0,loss,-10,2,0,-10,0,480,704,424,loss,loss,loss,-10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bonus_neutral,690.5789,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,142,sweet,neutral,0,stimuli/neutral/scramble_bandit_17.jpg,1500,1836,300,right,263,,1,0,0,0,15,255,0.773,1100,2617,4483,4746,4752,response
001,001,v12,bandit,696.846,3616709992,143,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.4625,0,loss,-10,2,1,-10,0,470,709,451,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,700.5455,3616709992,144,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.2556,0,loss,-10,2,0,10,20,460,438,477,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,703.7955,3616709992,145,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.2394,0,reward,10,2,1,10,0,470,446,654,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,707.3788,3616709992,146,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.475,0,reward,10,2,1,10,0,480,544,447,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,711.0954,3616709992,147,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.4662,0,reward,10,2,1,10,0,490,413,607,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,714.8287,3616709992,148,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.2368,0,reward,10,2,1,10,0,500,610,400,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,718.3788,3616709992,149,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.9589,0,loss,-10,2,1,-10,0,490,615,569,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bonus_neutral,722.612,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,149,sweet,neutral,0,stimuli/neutral/scramble_bandit_6.jpg,1500,2656,300,right,248,,1,0,0,0,15,270,0.783,1100,2617,5300,5548,5551,response
001,001,v12,bandit,729.6957,3616709992,150,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.5776,0,reward,10,2,1,10,0,500,510,473,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,733.512,3616709992,151,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.2439,0,reward,10,2,1,10,0,510,637,669,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,737.3287,3616709992,152,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.4331,0,reward,10,2,1,10,0,520,410,524,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,740.9453,3616709992,153,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.4215,0,reward,10,2,1,10,0,530,479,611,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,744.7453,3616709992,154,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.5094,0,reward,10,2,1,10,0,540,543,700,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bonus_food,748.7453,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,154,sweet,food_sweet,1,stimuli/win/sweet/sweet_bandit_050.jpg,1500,1514,300,right,442,,0,1,0,0,0,270,0.75,1117,2650,4183,4625,4636,bonus_feedback
001,001,v12,bandit,754.8956,3616709992,155,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.6283,0,reward,10,2,1,10,0,550,476,532,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,758.7953,3616709992,156,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.2742,0,reward,10,2,1,10,0,560,530,441,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,762.3286,3616709992,157,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.3848,0,reward,10,2,1,10,0,570,425,573,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,765.9618,3616709992,158,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.4716,0,reward,10,2,1,10,0,580,443,602,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,769.7784,3616709992,159,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.3265,0,reward,10,2,1,10,0,590,720,530,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,773.6284,3616709992,160,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.3853,0,reward,10,2,1,10,0,600,602,687,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,777.5617,3616709992,161,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.2593,0,reward,10,2,1,10,0,610,570,628,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,781.295,3616709992,162,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.2469,0,loss,-10,2,1,-10,0,600,675,637,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,784.945,3616709992,163,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.3818,0,reward,10,2,0,10,0,610,493,487,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,788.5616,3616709992,164,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.303,0,loss,-10,2,0,-10,0,600,710,438,loss,loss,loss,-10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bonus_food,792.095,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,164,sweet,food_sweet,1,stimuli/win/sweet/sweet_bandit_065.jpg,1500,1560,330,right,288,,1,0,0,0,15,285,0.76,1100,2633,4217,4505,4520,response
001,001,v12,bandit,798.1286,3616709992,165,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.4433,0,reward,10,2,1,10,0,610,411,421,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,801.6283,3616709992,166,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.4092,0,reward,10,2,1,10,0,620,445,594,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,805.3283,3616709992,167,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.3901,0,reward,10,2,1,10,0,630,495,537,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,809.0116,3616709992,168,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.3428,0,reward,10,2,1,10,0,640,691,546,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,812.8449,3616709992,169,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.7896,0,reward,10,2,1,10,0,650,800,452,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,817.1615,3616709992,170,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.2928,0,loss,-10,2,1,-10,0,640,631,663,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,820.8282,3616709992,171,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.3301,0,loss,-10,2,0,10,20,630,555,610,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bonus_food,824.3949,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,171,sweet,food_sweet,1,stimuli/win/sweet/sweet_bandit_110.jpg,1500,2813,315,right,258,,1,0,0,0,15,300,0.769,1100,2633,5467,5725,5736,response
001,001,v12,bandit,831.6618,3616709992,172,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.7241,0,loss,-10,2,1,-10,0,620,683,512,loss,loss,loss,-10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,835.6448,3616709992,173,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.4187,0,reward,10,2,0,10,0,630,777,408,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,839.6114,3616709992,174,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.3169,0,reward,10,2,0,10,0,640,705,474,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,843.4114,3616709992,175,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.2709,0,reward,10,2,0,10,0,650,483,444,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,846.8613,3616709992,176,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.2179,0,loss,-10,2,0,10,20,640,779,575,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,850.5279,3616709992,177,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.3022,0,reward,10,2,0,10,0,650,715,548,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bonus_neutral,854.3446,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,177,sweet,neutral,0,stimuli/neutral/scramble_bandit_8.jpg,1500,2291,300,right,316,,0,1,0,0,0,300,0.741,1100,2633,4950,5266,5270,bonus_feedback
